"id";"digitalId";"title";"issueNumber";"variantDescription";"description";"modified";"isbn";"upc";"diamondCode";"ean";"issn";"format";"pageCount";"textObjects";"resourceURI";"urls";"series";"variants";"collections";"collectedIssues";"dates";"prices";"thumbnail";"images";"creators";"characters";"stories";"events"
1886;0;"Official Handbook of the Marvel Universe (2004) #12 (SPIDER-MAN)";12;"SPIDER-MAN";"The spectacular sequel to last year's OFFICIAL HANDBOOK OF THE MARVEL UNIVERSE: SPIDER-MAN 2004, this Official Handbook contains in-depth bios on more than 30 of the wisecracking web-slinger's closest allies and most infamous enemies - including the Stacy Twins, fresh from the pages of AMAZING SPIDER-MAN, and Toxin, in time for this month's TOXIN #1! Plus: An all-new cover by superstar artist Tom Raney, digitally painted by Morry Hollowell.<br>48 PGS./Marvel PSR ...$3.99<br>";"-0001-11-30T00:00:00-0500";"";"5960605667-00111";"";"";"";"Comic";0;"[{""type"":""issue_solicit_text"",""language"":""en-us"",""text"":""The spectacular sequel to last year's OFFICIAL HANDBOOK OF THE MARVEL UNIVERSE: SPIDER-MAN 2004, this Official Handbook contains in-depth bios on more than 30 of the wisecracking web-slinger's closest allies and most infamous enemies - including the Stacy Twins, fresh from the pages of AMAZING SPIDER-MAN, and Toxin, in time for this month's TOXIN #1! Plus: An all-new cover by superstar artist Tom Raney, digitally painted by Morry Hollowell.\r<br>48 PGS./Marvel PSR ...$3.99\r<br>""}]";"http://gateway.marvel.com/v1/public/comics/1886";"[{""type"":""detail"",""url"":""http://marvel.com/comics/issue/1886/official_handbook_of_the_marvel_universe_2004_12_spider-man/spider-man?utm_campaign=apiRef&utm_source=30fc9ec87b49604fa0a71b90eea47f38""}]";"{""resourceURI"":""http://gateway.marvel.com/v1/public/series/787"",""name"":""Official Handbook of the Marvel Universe (2004)""}";"[]";"[]";"[]";"[{""type"":""onsaleDate"",""date"":""2029-12-31T00:00:00-0500""},{""type"":""focDate"",""date"":""-0001-11-30T00:00:00-0500""}]";"[{""type"":""printPrice"",""price"":3.99}]";"{""path"":""http://i.annihil.us/u/prod/marvel/i/mg/b/40/4bc64020a4ccc"",""extension"":""jpg""}";"[{""path"":""http://i.annihil.us/u/prod/marvel/i/mg/b/40/4bc64020a4ccc"",""extension"":""jpg""}]";"{""available"":12,""collectionURI"":""http://gateway.marvel.com/v1/public/comics/1886/creators"",""items"":[{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/907"",""name"":""Heather Buchanan"",""role"":""writer""},{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/887"",""name"":""Ronald Byrd"",""role"":""writer""},{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/902"",""name"":""Jeff Christiansen"",""role"":""writer""},{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/909"",""name"":""Eric Engelhard"",""role"":""writer""},{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/906"",""name"":""Mike Fichera"",""role"":""writer""},{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/910"",""name"":""Jason Godin"",""role"":""writer""},{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/897"",""name"":""Sean Mcquaid"",""role"":""writer""},{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/900"",""name"":""Barry Reese"",""role"":""writer""},{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/905"",""name"":""Al Sjoerdsma"",""role"":""writer""},{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/911"",""name"":""Bryan Thiessen"",""role"":""writer""},{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/908"",""name"":""Kerry Wilkinson"",""role"":""writer""},{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/444"",""name"":""Tom Raney"",""role"":""penciller (cover)""}],""returned"":12}";"{""available"":14,""collectionURI"":""http://gateway.marvel.com/v1/public/comics/1886/characters"",""items"":[{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009156"",""name"":""Apocalypse""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009197"",""name"":""Blink""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009243"",""name"":""Colossus""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009313"",""name"":""Gambit""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009349"",""name"":""Holocaust (Age of Apocalypse)""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009417"",""name"":""Magneto""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009447"",""name"":""Mister Sinister""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009546"",""name"":""Rogue""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1010969"",""name"":""Sabretooth (Age of Apocalypse)""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1010975"",""name"":""Shadowcat (Age of Apocalypse)""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1010976"",""name"":""Silver Samurai (Age of Apocalypse)""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1010979"",""name"":""Storm (Age of Apocalypse)""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009636"",""name"":""Sunfire""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009718"",""name"":""Wolverine""}],""returned"":14}";"{""available"":2,""collectionURI"":""http://gateway.marvel.com/v1/public/comics/1886/stories"",""items"":[{""resourceURI"":""http://gateway.marvel.com/v1/public/stories/4430"",""name"":""Cover #4430"",""type"":""cover""},{""resourceURI"":""http://gateway.marvel.com/v1/public/stories/4431"",""name"":""Interior #4431"",""type"":""interiorStory""}],""returned"":2}";"{""available"":0,""collectionURI"":""http://gateway.marvel.com/v1/public/comics/1886/events"",""items"":[],""returned"":0}"
1689;0;"Official Handbook of the Marvel Universe (2004) #10 (MARVEL KNIGHTS)";10;"MARVEL KNIGHTS";"On the mean streets of the Marvel Universe, the kid gloves come off. Guardian devils, vengeance-seeking vigilantes and enigmatic assassins stalk the city's dark underbelly _ and the urban action unfolds with gritty intensity. The newest entry in Marvel's best-selling Handbook series, OHOTMUMK04 includes in-depth bios on a host of the House's edgiest icons - from Black Panther to Shang-Chi!";"-0001-11-30T00:00:00-0500";"";"5960605694-00111";"";"";"";"Comic";0;"[{""type"":""issue_solicit_text"",""language"":""en-us"",""text"":""On the mean streets of the Marvel Universe, the kid gloves come off. Guardian devils, vengeance-seeking vigilantes and enigmatic assassins stalk the city's dark underbelly _ and the urban action unfolds with gritty intensity. The newest entry in Marvel's best-selling Handbook series, OHOTMUMK04 includes in-depth bios on a host of the House's edgiest icons - from Black Panther to Shang-Chi!""}]";"http://gateway.marvel.com/v1/public/comics/1689";"[{""type"":""detail"",""url"":""http://marvel.com/comics/issue/1689/official_handbook_of_the_marvel_universe_2004_10_marvel_knights/marvel_knights?utm_campaign=apiRef&utm_source=30fc9ec87b49604fa0a71b90eea47f38""}]";"{""resourceURI"":""http://gateway.marvel.com/v1/public/series/787"",""name"":""Official Handbook of the Marvel Universe (2004)""}";"[]";"[]";"[]";"[{""type"":""onsaleDate"",""date"":""2029-12-31T00:00:00-0500""},{""type"":""focDate"",""date"":""-0001-11-30T00:00:00-0500""}]";"[{""type"":""printPrice"",""price"":3.99}]";"{""path"":""http://i.annihil.us/u/prod/marvel/i/mg/9/30/4bc64df4105b9"",""extension"":""jpg""}";"[{""path"":""http://i.annihil.us/u/prod/marvel/i/mg/9/30/4bc64df4105b9"",""extension"":""jpg""}]";"{""available"":9,""collectionURI"":""http://gateway.marvel.com/v1/public/comics/1689/creators"",""items"":[{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/887"",""name"":""Ronald Byrd"",""role"":""writer""},{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/902"",""name"":""Jeff Christiansen"",""role"":""writer""},{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/903"",""name"":""Anthony Flamini"",""role"":""writer""},{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/888"",""name"":""Michael Hoskin"",""role"":""writer""},{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/897"",""name"":""Sean Mcquaid"",""role"":""writer""},{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/394"",""name"":""Eric J. Moreels"",""role"":""writer""},{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/900"",""name"":""Barry Reese"",""role"":""writer""},{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/896"",""name"":""Stuart Vandal"",""role"":""writer""},{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/490"",""name"":""Pat Lee"",""role"":""penciller (cover)""}],""returned"":9}";"{""available"":14,""collectionURI"":""http://gateway.marvel.com/v1/public/comics/1689/characters"",""items"":[{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009156"",""name"":""Apocalypse""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009197"",""name"":""Blink""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009243"",""name"":""Colossus""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009313"",""name"":""Gambit""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009349"",""name"":""Holocaust (Age of Apocalypse)""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009417"",""name"":""Magneto""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009447"",""name"":""Mister Sinister""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009546"",""name"":""Rogue""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1010969"",""name"":""Sabretooth (Age of Apocalypse)""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1010975"",""name"":""Shadowcat (Age of Apocalypse)""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1010976"",""name"":""Silver Samurai (Age of Apocalypse)""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1010979"",""name"":""Storm (Age of Apocalypse)""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009636"",""name"":""Sunfire""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009718"",""name"":""Wolverine""}],""returned"":14}";"{""available"":2,""collectionURI"":""http://gateway.marvel.com/v1/public/comics/1689/stories"",""items"":[{""resourceURI"":""http://gateway.marvel.com/v1/public/stories/4612"",""name"":""Cover #4612"",""type"":""cover""},{""resourceURI"":""http://gateway.marvel.com/v1/public/stories/4613"",""name"":""Interior #4613"",""type"":""interiorStory""}],""returned"":2}";"{""available"":0,""collectionURI"":""http://gateway.marvel.com/v1/public/comics/1689/events"",""items"":[],""returned"":0}"
27238;0;"Wolverine Saga (2009) #7";7;"";;"-0001-11-30T00:00:00-0500";"";"5960606814-00711";"";"";"";"Comic";32;"[]";"http://gateway.marvel.com/v1/public/comics/27238";"[{""type"":""detail"",""url"":""http://marvel.com/comics/issue/27238/wolverine_saga_2009_7?utm_campaign=apiRef&utm_source=30fc9ec87b49604fa0a71b90eea47f38""}]";"{""resourceURI"":""http://gateway.marvel.com/v1/public/series/8086"",""name"":""Wolverine Saga (2009)""}";"[]";"[]";"[]";"[{""type"":""onsaleDate"",""date"":""2029-12-31T00:00:00-0500""},{""type"":""focDate"",""date"":""2009-06-11T00:00:00-0400""}]";"[{""type"":""printPrice"",""price"":0}]";"{""path"":""http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available"",""extension"":""jpg""}";"[]";"{""available"":1,""collectionURI"":""http://gateway.marvel.com/v1/public/comics/27238/creators"",""items"":[{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/4430"",""name"":""Jeff Youngquist"",""role"":""editor""}],""returned"":1}";"{""available"":2,""collectionURI"":""http://gateway.marvel.com/v1/public/comics/27238/characters"",""items"":[{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009368"",""name"":""Iron Man""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009718"",""name"":""Wolverine""}],""returned"":2}";"{""available"":2,""collectionURI"":""http://gateway.marvel.com/v1/public/comics/27238/stories"",""items"":[{""resourceURI"":""http://gateway.marvel.com/v1/public/stories/59792"",""name"":""Cover #59792"",""type"":""cover""},{""resourceURI"":""http://gateway.marvel.com/v1/public/stories/59793"",""name"":""Interior #59793"",""type"":""interiorStory""}],""returned"":2}";"{""available"":0,""collectionURI"":""http://gateway.marvel.com/v1/public/comics/27238/events"",""items"":[],""returned"":0}"
17486;0;"X-Men: Phoenix - Warsong (2006)";0;"";;"2017-07-13T15:08:13-0400";"0-7851-1931-0";"";"";"";"";"Comic";0;"[]";"http://gateway.marvel.com/v1/public/comics/17486";"[{""type"":""detail"",""url"":""http://marvel.com/comics/issue/17486/x-men_phoenix_-_warsong_2006?utm_campaign=apiRef&utm_source=30fc9ec87b49604fa0a71b90eea47f38""}]";"{""resourceURI"":""http://gateway.marvel.com/v1/public/series/3318"",""name"":""X-Men: Phoenix - Warsong (2006)""}";"[]";"[]";"[]";"[{""type"":""onsaleDate"",""date"":""2029-12-31T00:00:00-0500""},{""type"":""focDate"",""date"":""-0001-11-30T00:00:00-0500""}]";"[{""type"":""printPrice"",""price"":0}]";"{""path"":""http://i.annihil.us/u/prod/marvel/i/mg/6/50/4c3645d0d29e3"",""extension"":""jpg""}";"[{""path"":""http://i.annihil.us/u/prod/marvel/i/mg/6/60/5967d3020ef5a"",""extension"":""jpg""},{""path"":""http://i.annihil.us/u/prod/marvel/i/mg/7/00/5967babd39573"",""extension"":""jpg""},{""path"":""http://i.annihil.us/u/prod/marvel/i/mg/7/90/5967855eba7e7"",""extension"":""jpg""},{""path"":""http://i.annihil.us/u/prod/marvel/i/mg/7/60/596782f82d9ba"",""extension"":""jpg""},{""path"":""http://i.annihil.us/u/prod/marvel/i/mg/6/50/4c3645d0d29e3"",""extension"":""jpg""}]";"{""available"":7,""collectionURI"":""http://gateway.marvel.com/v1/public/comics/17486/creators"",""items"":[{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/5251"",""name"":""Vc Joe Caramagna"",""role"":""letterer""},{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/1032"",""name"":""Troy Peteri"",""role"":""letterer""},{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/1026"",""name"":""Tyler Kirkham"",""role"":""penciller""},{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/536"",""name"":""Greg Pak"",""role"":""writer""},{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/9395"",""name"":""Salvador Regla"",""role"":""inker""},{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/5044"",""name"":""Marc Silvestri"",""role"":""penciller (cover)""},{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/1029"",""name"":""John STARR"",""role"":""colorist""}],""returned"":7}";"{""available"":7,""collectionURI"":""http://gateway.marvel.com/v1/public/comics/17486/characters"",""items"":[{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009175"",""name"":""Beast""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009243"",""name"":""Colossus""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009257"",""name"":""Cyclops""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009310"",""name"":""Emma Frost""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009508"",""name"":""Kitty Pryde""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009718"",""name"":""Wolverine""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009726"",""name"":""X-Men""}],""returned"":7}";"{""available"":12,""collectionURI"":""http://gateway.marvel.com/v1/public/comics/17486/stories"",""items"":[{""resourceURI"":""http://gateway.marvel.com/v1/public/stories/5377"",""name"":""1 of 5 - 5XLS"",""type"":""cover""},{""resourceURI"":""http://gateway.marvel.com/v1/public/stories/5378"",""name"":""1 of 5 - 5XLS"",""type"":""interiorStory""},{""resourceURI"":""http://gateway.marvel.com/v1/public/stories/5379"",""name"":""2 of 5 - 5XLS"",""type"":""interiorStory""},{""resourceURI"":""http://gateway.marvel.com/v1/public/stories/5380"",""name"":""3 of 5 - 5XLS"",""type"":""cover""},{""resourceURI"":""http://gateway.marvel.com/v1/public/stories/5381"",""name"":""3 of 5 - 5XLS"",""type"":""interiorStory""},{""resourceURI"":""http://gateway.marvel.com/v1/public/stories/5382"",""name"":""4 of 5 - Warsong - 5XLS"",""type"":""cover""},{""resourceURI"":""http://gateway.marvel.com/v1/public/stories/5383"",""name"":""4 of 5 - Warsong - 5XLS"",""type"":""interiorStory""},{""resourceURI"":""http://gateway.marvel.com/v1/public/stories/5384"",""name"":""5 of 5 - Warsong - 5XLS"",""type"":""cover""},{""resourceURI"":""http://gateway.marvel.com/v1/public/stories/5385"",""name"":""5 of 5 - Warsong - 5XLS"",""type"":""interiorStory""},{""resourceURI"":""http://gateway.marvel.com/v1/public/stories/7756"",""name"":""5 of 5 - Warsong - 5XLS"",""type"":""cover""},{""resourceURI"":""http://gateway.marvel.com/v1/public/stories/7757"",""name"":""5 of 5 - Warsong - 5XLS"",""type"":""interiorStory""},{""resourceURI"":""http://gateway.marvel.com/v1/public/stories/67688"",""name"":""X-MEN: PHOENIX - WARSONG TPB 0 cover"",""type"":""cover""}],""returned"":12}";"{""available"":0,""collectionURI"":""http://gateway.marvel.com/v1/public/comics/17486/events"",""items"":[],""returned"":0}"
1590;0;"Official Handbook of the Marvel Universe (2004) #9 (THE WOMEN OF MARVEL)";9;"THE WOMEN OF MARVEL";"Marvel's leading ladies take center stage! This Official Handbook includes in-depth bios on more than 40 of the House's most powerful women warriors - from Araña to Vindicator! Plus: an all-new cover by superstar artist Greg Land!";"-0001-11-30T00:00:00-0500";"";"5960605678-00111";"";"";"";"Comic";0;"[{""type"":""issue_solicit_text"",""language"":""en-us"",""text"":""Marvel's leading ladies take center stage! This Official Handbook includes in-depth bios on more than 40 of the House's most powerful women warriors - from Araña to Vindicator! Plus: an all-new cover by superstar artist Greg Land!""}]";"http://gateway.marvel.com/v1/public/comics/1590";"[{""type"":""detail"",""url"":""http://marvel.com/comics/issue/1590/official_handbook_of_the_marvel_universe_2004_9_the_women_of_marvel/the_women_of_marvel?utm_campaign=apiRef&utm_source=30fc9ec87b49604fa0a71b90eea47f38""}]";"{""resourceURI"":""http://gateway.marvel.com/v1/public/series/787"",""name"":""Official Handbook of the Marvel Universe (2004)""}";"[]";"[]";"[]";"[{""type"":""onsaleDate"",""date"":""2029-12-31T00:00:00-0500""},{""type"":""focDate"",""date"":""-0001-11-30T00:00:00-0500""}]";"[{""type"":""printPrice"",""price"":3.99}]";"{""path"":""http://i.annihil.us/u/prod/marvel/i/mg/9/b0/4c7d666c0e58a"",""extension"":""jpg""}";"[{""path"":""http://i.annihil.us/u/prod/marvel/i/mg/9/b0/4c7d666c0e58a"",""extension"":""jpg""}]";"{""available"":12,""collectionURI"":""http://gateway.marvel.com/v1/public/comics/1590/creators"",""items"":[{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/887"",""name"":""Ronald Byrd"",""role"":""writer""},{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/902"",""name"":""Jeff Christiansen"",""role"":""writer""},{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/919"",""name"":""Jonathan Coupersmartt"",""role"":""writer""},{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/903"",""name"":""Anthony Flamini"",""role"":""writer""},{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/888"",""name"":""Michael Hoskin"",""role"":""writer""},{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/898"",""name"":""Bill Lentz"",""role"":""writer""},{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/897"",""name"":""Sean Mcquaid"",""role"":""writer""},{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/394"",""name"":""Eric J. Moreels"",""role"":""writer""},{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/899"",""name"":""Mark OEnglish"",""role"":""writer""},{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/896"",""name"":""Stuart Vandal"",""role"":""writer""},{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/425"",""name"":""Greg Land"",""role"":""penciller (cover)""},{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/500"",""name"":""Christopher Sotomayor"",""role"":""colorist""}],""returned"":12}";"{""available"":14,""collectionURI"":""http://gateway.marvel.com/v1/public/comics/1590/characters"",""items"":[{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009156"",""name"":""Apocalypse""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009197"",""name"":""Blink""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009243"",""name"":""Colossus""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009313"",""name"":""Gambit""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009349"",""name"":""Holocaust (Age of Apocalypse)""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009417"",""name"":""Magneto""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009447"",""name"":""Mister Sinister""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009546"",""name"":""Rogue""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1010969"",""name"":""Sabretooth (Age of Apocalypse)""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1010975"",""name"":""Shadowcat (Age of Apocalypse)""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1010976"",""name"":""Silver Samurai (Age of Apocalypse)""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1010979"",""name"":""Storm (Age of Apocalypse)""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009636"",""name"":""Sunfire""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009718"",""name"":""Wolverine""}],""returned"":14}";"{""available"":2,""collectionURI"":""http://gateway.marvel.com/v1/public/comics/1590/stories"",""items"":[{""resourceURI"":""http://gateway.marvel.com/v1/public/stories/4513"",""name"":""Cover #4513"",""type"":""cover""},{""resourceURI"":""http://gateway.marvel.com/v1/public/stories/4514"",""name"":""Interior #4514"",""type"":""interiorStory""}],""returned"":2}";"{""available"":0,""collectionURI"":""http://gateway.marvel.com/v1/public/comics/1590/events"",""items"":[],""returned"":0}"
1994;0;"Official Handbook of the Marvel Universe (2004) #13 (TEAMS)";13;"TEAMS";"Heavy-hitting heroes unite! This Official Handbook contains in-depth bios on more than 30 of the Marvel Universe's most awesome assemblages - including the Defenders, Power Pack and the New Thunderbolts! Plus: An all-new cover by superstar artist Tom Grummett, digitally painted by Morry Hollowell.<br>48 PGS./All Ages ...$3.99<br>";"-0001-11-30T00:00:00-0500";"";"5960605695-00111";"";"";"";"Comic";0;"[{""type"":""issue_solicit_text"",""language"":""en-us"",""text"":""Heavy-hitting heroes unite! This Official Handbook contains in-depth bios on more than 30 of the Marvel Universe's most awesome assemblages - including the Defenders, Power Pack and the New Thunderbolts! Plus: An all-new cover by superstar artist Tom Grummett, digitally painted by Morry Hollowell.\r<br>48 PGS./All Ages ...$3.99\r<br>""}]";"http://gateway.marvel.com/v1/public/comics/1994";"[{""type"":""detail"",""url"":""http://marvel.com/comics/issue/1994/official_handbook_of_the_marvel_universe_2004_13_teams/teams?utm_campaign=apiRef&utm_source=30fc9ec87b49604fa0a71b90eea47f38""}]";"{""resourceURI"":""http://gateway.marvel.com/v1/public/series/787"",""name"":""Official Handbook of the Marvel Universe (2004)""}";"[]";"[]";"[]";"[{""type"":""onsaleDate"",""date"":""2029-12-31T00:00:00-0500""},{""type"":""focDate"",""date"":""-0001-11-30T00:00:00-0500""}]";"[{""type"":""printPrice"",""price"":3.99}]";"{""path"":""http://i.annihil.us/u/prod/marvel/i/mg/f/20/4bc63a47b8dcb"",""extension"":""jpg""}";"[{""path"":""http://i.annihil.us/u/prod/marvel/i/mg/f/20/4bc63a47b8dcb"",""extension"":""jpg""}]";"{""available"":10,""collectionURI"":""http://gateway.marvel.com/v1/public/comics/1994/creators"",""items"":[{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/887"",""name"":""Ronald Byrd"",""role"":""writer""},{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/902"",""name"":""Jeff Christiansen"",""role"":""writer""},{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/903"",""name"":""Anthony Flamini"",""role"":""writer""},{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/930"",""name"":""Richard Green"",""role"":""writer""},{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/888"",""name"":""Michael Hoskin"",""role"":""writer""},{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/897"",""name"":""Sean Mcquaid"",""role"":""writer""},{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/394"",""name"":""Eric J. Moreels"",""role"":""writer""},{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/899"",""name"":""Mark OEnglish"",""role"":""writer""},{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/896"",""name"":""Stuart Vandal"",""role"":""writer""},{""resourceURI"":""http://gateway.marvel.com/v1/public/creators/483"",""name"":""Tom Grummett"",""role"":""penciller (cover)""}],""returned"":10}";"{""available"":14,""collectionURI"":""http://gateway.marvel.com/v1/public/comics/1994/characters"",""items"":[{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009156"",""name"":""Apocalypse""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009197"",""name"":""Blink""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009243"",""name"":""Colossus""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009313"",""name"":""Gambit""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009349"",""name"":""Holocaust (Age of Apocalypse)""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009417"",""name"":""Magneto""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009447"",""name"":""Mister Sinister""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009546"",""name"":""Rogue""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1010969"",""name"":""Sabretooth (Age of Apocalypse)""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1010975"",""name"":""Shadowcat (Age of Apocalypse)""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1010976"",""name"":""Silver Samurai (Age of Apocalypse)""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1010979"",""name"":""Storm (Age of Apocalypse)""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009636"",""name"":""Sunfire""},{""resourceURI"":""http://gateway.marvel.com/v1/public/characters/1009718"",""name"":""Wolverine""}],""returned"":14}";"{""available"":2,""collectionURI"":""http://gateway.marvel.com/v1/public/comics/1994/stories"",""items"":[{""resourceURI"":""http://gateway.marvel.com/v1/public/stories/4614"",""name"":""Cover #4614"",""type"":""cover""},{""resourceURI"":""http://gateway.marvel.com/v1/public/stories/4615"",""name"":""Interior #4615"",""type"":""interiorStory""}],""returned"":2}";"{""available"":0,""collectionURI"":""http://gateway.marvel.com/v1/public/comics/1994/events"",""items"":[],""returned"":0}"
